,LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
1825,5P125YZSA8,51,15201,38136,331,64,2,3.94,48,0.4,Bachelor's,Full-time,Single,No,No,Other,Yes,1
1830,PBZVXPJCZL,50,53608,198523,556,3,1,7.05,48,0.7,Bachelor's,Part-time,Single,No,No,Home,No,1
1852,2064QBC6U3,68,20711,231764,343,30,2,13.79,48,0.32,Master's,Part-time,Divorced,Yes,Yes,Auto,Yes,1
1862,V0WHEFZG80,35,142854,221979,708,88,2,24.95,48,0.42,Master's,Unemployed,Divorced,Yes,No,Business,No,1
1888,I2LTPRA9PW,24,93473,24829,590,2,2,11.06,60,0.36,High School,Part-time,Single,No,No,Business,Yes,1
1895,MCSWHFNSUK,47,45993,98674,434,34,4,8.69,12,0.7,PhD,Self-employed,Single,Yes,No,Home,No,1
1899,XOBDEFJ2GG,21,26255,81879,485,55,2,13.33,12,0.78,Bachelor's,Self-employed,Divorced,No,No,Home,Yes,1
1911,NVASHGMQJ6,18,71177,105908,846,2,2,20.2,24,0.56,Bachelor's,Unemployed,Married,Yes,No,Auto,Yes,1
1912,TQIJPZEMH7,39,42837,114995,580,25,1,24.41,60,0.85,Bachelor's,Part-time,Single,Yes,Yes,Home,No,1
1923,UCBBTBW5SC,29,15809,185525,781,46,2,23.18,60,0.28,PhD,Part-time,Single,No,No,Home,Yes,1
1924,1NNUKNHSQN,24,149716,155111,455,27,1,23.04,12,0.25,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,1
1936,PJE13HWMKI,51,38611,181606,328,6,1,18.78,60,0.31,Master's,Full-time,Divorced,No,No,Business,No,1
1945,M5MDQGCP13,56,44550,65529,687,10,2,19.17,24,0.61,High School,Part-time,Married,No,No,Auto,No,1
1949,7CGS4B9M3C,28,63654,29511,702,25,1,12.01,60,0.29,High School,Unemployed,Single,Yes,Yes,Other,Yes,1
1962,V1918TKZ0J,45,15563,230463,633,84,3,19.88,24,0.27,High School,Unemployed,Married,Yes,No,Education,No,1
1968,276SFBODW1,37,31303,11228,469,51,3,10.33,60,0.77,Master's,Full-time,Married,No,No,Other,Yes,1
1970,T4XHM52QEH,36,137086,105847,511,14,1,5.98,24,0.7,PhD,Unemployed,Married,Yes,Yes,Auto,Yes,1
1972,HHRLQHG7B7,20,90986,233901,824,107,3,17.38,24,0.41,Bachelor's,Self-employed,Single,No,No,Auto,No,1
1975,4O2JHX0LJ3,32,58078,109312,312,2,3,19.23,12,0.15,High School,Part-time,Single,Yes,No,Auto,No,1
1985,G4KHQPOCQD,33,112699,113532,705,59,3,23.55,48,0.14,Master's,Unemployed,Divorced,Yes,Yes,Auto,Yes,1
1986,U8NPBEOYZN,44,144458,127452,642,94,3,24.84,48,0.19,Bachelor's,Full-time,Married,No,Yes,Education,No,1
1997,QM5E2KBYVM,69,17120,176950,597,25,1,22.88,48,0.19,High School,Part-time,Married,Yes,No,Other,No,1
1998,8R83M3QJDF,24,99944,45213,655,96,2,16.28,36,0.5,Bachelor's,Unemployed,Married,No,No,Business,No,1
2009,WAB3E92FGA,31,97858,67081,688,70,2,11.07,12,0.25,High School,Self-employed,Single,Yes,Yes,Education,Yes,1
2010,1NMBA45LL3,24,108926,85425,594,56,4,17.72,48,0.42,Bachelor's,Full-time,Divorced,No,Yes,Other,No,1
2014,1TSGLZJP2C,53,147252,248390,369,86,4,21.38,48,0.61,Master's,Unemployed,Single,No,No,Other,Yes,1
2020,FRE73TIEX4,41,131571,140923,629,51,3,23.87,24,0.66,PhD,Unemployed,Married,No,No,Home,Yes,1
2025,1YXTTWFWV0,25,32833,133974,494,95,4,21.75,36,0.48,Master's,Unemployed,Married,No,No,Education,No,1
2026,HMWWBPR9GB,38,141507,6479,668,53,3,11.1,60,0.14,Bachelor's,Part-time,Single,Yes,Yes,Education,No,1
2027,HWT3JA6S82,35,101848,176626,380,11,2,10.06,12,0.89,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,1
2029,5UEPWJJEYW,35,53675,200017,597,25,2,22.62,24,0.53,Master's,Full-time,Married,Yes,Yes,Auto,No,1
2035,NENMNH5FED,28,144225,191737,459,30,2,16.97,24,0.62,High School,Full-time,Divorced,Yes,Yes,Other,Yes,1
2061,80CQQLR5FQ,50,53387,174556,325,7,3,23.29,12,0.4,Master's,Part-time,Married,No,Yes,Home,No,1
2074,DLVTASBCRR,19,74523,126171,407,63,3,12.67,24,0.82,Bachelor's,Self-employed,Single,Yes,No,Business,Yes,1
2089,NZIIOTM16K,26,56417,88234,316,2,1,14.51,48,0.86,High School,Self-employed,Married,No,No,Auto,No,1
2104,CNFKQ6X81R,24,144181,111779,565,22,3,8.82,12,0.22,High School,Part-time,Married,Yes,No,Business,Yes,1
2112,YKLNPGVJFC,20,45786,46596,415,71,4,16.03,36,0.61,Bachelor's,Full-time,Married,No,Yes,Education,No,1
2129,LN3HZNLXN4,25,31223,202299,428,75,4,23.22,24,0.17,Bachelor's,Full-time,Divorced,No,No,Home,No,1
2133,XPC07IS147,61,133642,58803,319,4,3,19.37,12,0.89,Master's,Full-time,Divorced,Yes,No,Business,Yes,1
2144,9PHDJJ08VT,27,60172,194415,692,102,1,21.58,12,0.16,Bachelor's,Unemployed,Single,No,No,Education,No,1
2154,W9GTMEFM91,38,115307,82049,591,60,1,7.81,12,0.86,PhD,Unemployed,Single,No,No,Auto,No,1
2163,JVSSDRAVAG,41,68292,106386,391,24,4,3.4,60,0.7,Master's,Unemployed,Single,No,Yes,Business,No,1
2169,FTY13TUM9O,53,28256,71741,546,4,4,11.8,24,0.82,Master's,Full-time,Married,Yes,No,Other,No,1
2181,U1O6NQ0I8F,29,24144,114568,514,101,4,17.69,60,0.26,Bachelor's,Full-time,Divorced,Yes,No,Auto,Yes,1
2199,VQLNRP673V,31,78877,230441,319,16,3,12.87,36,0.71,Master's,Self-employed,Single,No,Yes,Other,No,1
2205,NPIUDTUL94,58,123222,84216,575,72,4,23.96,12,0.78,Bachelor's,Self-employed,Single,No,No,Business,No,1
2207,CWYKFG9LZM,31,99908,181902,682,119,2,14.43,24,0.47,High School,Full-time,Married,Yes,No,Business,No,1
2217,5OGVBP1ZS1,19,102313,239909,473,43,3,7.08,12,0.12,High School,Full-time,Single,Yes,Yes,Education,Yes,1
2220,EDKSPN0BCH,22,80625,165139,377,54,3,14.01,24,0.22,Bachelor's,Full-time,Married,No,No,Home,Yes,1
2227,LY6XP3RYVA,64,76427,154858,421,2,4,21.11,60,0.88,PhD,Unemployed,Single,No,Yes,Business,No,1
2231,FJ8WKGM9LX,20,135635,171577,681,96,4,19.38,12,0.88,Master's,Unemployed,Single,Yes,Yes,Education,No,1
2236,9LE4C2UZ15,27,92537,136895,607,94,2,23.01,48,0.36,Master's,Unemployed,Single,Yes,No,Other,No,1
2238,K5SWNYS0I9,47,33764,203871,667,75,2,8.95,24,0.61,Bachelor's,Unemployed,Married,Yes,Yes,Auto,No,1
2240,ST3MC3AWJ5,18,87089,103322,695,52,2,18.1,60,0.89,Bachelor's,Self-employed,Single,No,Yes,Home,No,1
2261,JXVSV26JDP,23,101768,13245,400,28,3,24.52,48,0.4,Bachelor's,Full-time,Single,No,No,Other,No,1
2267,3HQ1QHLVOL,26,67186,103982,706,92,2,20.8,36,0.78,High School,Self-employed,Married,No,Yes,Education,Yes,1
2268,7A1MYSO9WY,54,17833,235308,468,34,4,10.73,24,0.11,Bachelor's,Part-time,Divorced,No,Yes,Auto,No,1
2270,IMZFMA1BKI,43,146767,121995,630,103,4,22.66,48,0.18,High School,Unemployed,Single,Yes,No,Education,No,1
2300,Q65D463BFS,40,20785,173659,792,81,4,22.01,24,0.56,PhD,Unemployed,Married,Yes,No,Business,No,1
2314,5037QI0JMJ,22,21701,176651,343,6,2,20.37,60,0.49,Bachelor's,Unemployed,Divorced,Yes,Yes,Education,No,1
2320,3A53NBZXQV,43,44831,60763,395,26,1,20.78,24,0.54,Master's,Part-time,Married,Yes,Yes,Auto,No,1
2332,J8K36L8LM8,29,139360,129000,824,71,3,22.47,36,0.19,Bachelor's,Self-employed,Married,Yes,No,Home,Yes,1
2333,A2ZQGGYOS2,44,117154,243651,558,28,2,23.2,36,0.43,Bachelor's,Part-time,Single,No,No,Business,No,1
2339,XD5MBQIB9Y,18,71633,248704,451,11,2,3.37,36,0.13,High School,Unemployed,Divorced,No,No,Business,Yes,1
2351,B8X2O3Y9MT,23,90286,165298,792,83,2,20.89,36,0.57,PhD,Full-time,Single,No,Yes,Education,No,1
2357,TLR0VT05LI,30,127333,60956,754,76,2,17.56,60,0.84,Bachelor's,Part-time,Single,Yes,Yes,Auto,No,1
2371,HPW12FRZT1,51,26846,204234,628,43,3,3.76,24,0.53,Bachelor's,Part-time,Married,Yes,No,Education,No,1
2372,EYKEWNABUI,35,16344,166771,436,85,1,14.91,48,0.89,High School,Full-time,Single,Yes,No,Other,Yes,1
2373,P03EUC19LY,30,129875,173135,504,28,4,12.88,60,0.88,High School,Unemployed,Single,Yes,No,Other,Yes,1
2379,89LRI0ZON0,18,140190,176856,734,9,2,20.31,60,0.86,PhD,Part-time,Divorced,No,Yes,Auto,No,1
2386,8SEPN7U7YK,29,98186,216578,818,115,2,6.73,36,0.81,Bachelor's,Unemployed,Divorced,No,No,Business,Yes,1
2406,U3OECOOEGB,27,128855,23537,424,6,3,21.2,48,0.62,High School,Unemployed,Divorced,Yes,Yes,Home,Yes,1
2410,F8G8R51X0J,20,92491,148929,849,47,2,8.59,12,0.12,PhD,Self-employed,Married,Yes,No,Education,No,1
2417,Y5HRAHQ2S6,45,106274,223325,505,88,2,10.04,60,0.22,PhD,Full-time,Divorced,Yes,No,Other,Yes,1
2422,1RNORLTORZ,22,85869,28735,381,72,1,21.7,48,0.44,High School,Full-time,Divorced,Yes,Yes,Other,Yes,1
2428,A6JUWYV8IT,53,16436,124946,814,90,3,23.07,24,0.52,Bachelor's,Self-employed,Divorced,No,Yes,Auto,No,1
2432,OLM1SSAZ6U,40,51149,164915,545,71,1,14.4,12,0.75,Master's,Self-employed,Married,Yes,No,Auto,No,1
2440,G50MPRQVAB,40,108283,240568,633,4,3,22.73,24,0.4,PhD,Full-time,Single,No,Yes,Business,No,1
2448,N4EP31L5FH,68,144725,8590,693,54,2,22.83,60,0.88,Bachelor's,Part-time,Married,No,Yes,Other,Yes,1
2458,OJUH87ONYJ,65,15038,197023,302,42,1,17.08,48,0.82,High School,Unemployed,Divorced,Yes,Yes,Education,Yes,1
2462,3ZTBKFNLVO,46,68648,34904,764,59,4,22.6,60,0.14,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,1
2472,QQWLVIPE5Y,19,91178,157425,463,32,4,13.82,24,0.16,High School,Self-employed,Single,Yes,Yes,Business,No,1
2473,ZPTQZZ7U8K,66,135442,34328,535,21,1,14.26,24,0.24,High School,Full-time,Divorced,No,No,Business,No,1
2487,6NFABVZMZI,24,31953,244671,351,33,1,19.27,24,0.17,Master's,Part-time,Married,No,No,Other,No,1
2503,J6N9NKSFCA,39,75156,17526,498,19,2,19.53,60,0.28,High School,Part-time,Divorced,No,No,Home,Yes,1
2505,I2Z4JMDAZL,26,53976,77007,587,21,1,15.15,24,0.53,Bachelor's,Self-employed,Divorced,No,Yes,Auto,No,1
2521,184IL8KVTG,41,148394,97548,375,76,1,9.95,12,0.3,Bachelor's,Self-employed,Married,Yes,No,Home,Yes,1
2523,NS3U98ZRQQ,53,23675,104239,372,39,4,13.65,24,0.24,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,1
2525,P3QZ089POF,27,44166,51200,331,27,4,22.76,48,0.29,High School,Part-time,Single,Yes,Yes,Home,No,1
2528,TXQSW8WBIL,36,104339,234151,570,106,4,8.85,48,0.75,High School,Part-time,Divorced,Yes,Yes,Education,No,1
2530,LROWYUQYFA,27,148423,204193,510,29,2,23.68,24,0.87,Master's,Unemployed,Divorced,No,No,Business,No,1
2534,64ZXUU1EZO,64,91578,140853,807,40,2,7.13,48,0.31,High School,Self-employed,Married,Yes,No,Other,Yes,1
2541,WD4O0KXTF4,34,25077,96193,724,59,4,15.9,60,0.41,PhD,Part-time,Married,Yes,Yes,Education,No,1
2551,3HOQCVU4ER,27,39737,151871,411,81,2,20.29,12,0.65,Master's,Full-time,Married,No,Yes,Auto,Yes,1
2554,I2BGCH3442,30,118263,109233,403,19,1,8.56,24,0.32,High School,Part-time,Divorced,Yes,No,Other,Yes,1
2555,DYJDZO241W,42,55884,37192,713,118,1,9.92,36,0.37,High School,Part-time,Single,No,Yes,Business,No,1
2556,SU92D3UXFQ,19,80594,168072,333,97,2,3.32,24,0.43,PhD,Unemployed,Single,Yes,No,Home,Yes,1
2557,0PLQNEX80R,52,68720,10367,329,2,4,10.41,36,0.72,High School,Part-time,Divorced,No,No,Other,No,1
2560,19N7HWN553,35,72426,54968,391,8,4,18.02,24,0.19,PhD,Unemployed,Divorced,No,No,Business,Yes,1
2561,CIS1M4Q4DN,20,118332,211028,300,6,3,15.46,36,0.74,High School,Part-time,Single,No,No,Education,Yes,1
2565,U0NXSH9K9J,66,130412,201499,823,2,4,23.15,12,0.78,Bachelor's,Full-time,Divorced,Yes,No,Other,No,1
2571,AUQSC9MMMV,21,130319,86836,440,34,2,16.65,48,0.82,Master's,Unemployed,Divorced,No,Yes,Auto,Yes,1
2572,8W7YK6LMT2,43,78663,29736,379,3,3,10.73,24,0.17,High School,Part-time,Single,Yes,Yes,Home,Yes,1
2576,X507HBUSXL,56,25442,118892,300,7,4,22.63,60,0.67,Master's,Full-time,Married,No,No,Other,Yes,1
2585,P1V3CBZE2A,26,149585,15557,727,30,1,4.8,36,0.28,Master's,Unemployed,Single,No,No,Business,No,1
2587,R5TPLFMRND,50,138846,249184,486,56,4,16.13,12,0.38,High School,Unemployed,Single,No,Yes,Other,Yes,1
2588,GGXQTNHG0D,23,41657,248802,507,72,2,10.68,36,0.14,Bachelor's,Self-employed,Single,Yes,No,Education,No,1
2595,DAL3OGX2J2,22,111977,196194,414,39,4,7.86,36,0.59,PhD,Unemployed,Divorced,Yes,Yes,Education,Yes,1
2602,GRQ7CTBL5L,25,66626,93774,405,64,2,18.81,12,0.67,High School,Unemployed,Single,Yes,Yes,Education,Yes,1
2604,BIRYGH95BK,20,128918,14678,463,72,1,18.15,60,0.71,Master's,Full-time,Divorced,No,No,Auto,No,1
2608,P30GJ0AQ0N,23,36382,98906,405,89,1,22.11,60,0.37,Bachelor's,Part-time,Divorced,Yes,No,Education,No,1
2620,3S4NKBIOFE,25,63841,57710,552,45,2,8.71,48,0.74,Bachelor's,Unemployed,Married,Yes,Yes,Home,Yes,1
2621,X2Y77KI7ML,39,143899,119503,317,91,2,22.48,60,0.66,Master's,Part-time,Divorced,No,No,Education,Yes,1
2624,YFX5QE7WI9,22,72442,120849,484,35,1,21.1,60,0.81,PhD,Unemployed,Married,No,No,Education,No,1
2633,A5BYWFRJ5B,29,19475,223488,321,27,2,21.98,48,0.31,Bachelor's,Part-time,Single,Yes,Yes,Business,Yes,1
2640,1ERAMJL2ZU,33,91101,163529,420,71,1,15.73,60,0.58,Bachelor's,Part-time,Single,No,No,Education,No,1
2654,HQX8S3XMW5,37,62121,6487,365,29,1,18.12,12,0.43,Bachelor's,Self-employed,Married,Yes,No,Business,Yes,1
2678,A3MVHVJ7XZ,26,18071,240455,521,111,3,16.0,12,0.86,PhD,Part-time,Single,Yes,Yes,Education,Yes,1
2681,5C2XER61ZL,20,94389,213790,595,21,4,10.07,48,0.21,Master's,Part-time,Married,Yes,Yes,Other,No,1
2687,15WGSV84RC,23,16210,173954,327,78,1,22.51,60,0.81,High School,Part-time,Divorced,No,No,Other,No,1
2715,Z8ECIVWIS1,26,38633,197880,695,63,4,23.56,12,0.27,High School,Self-employed,Married,Yes,No,Education,No,1
2718,6WEGBIJ1YD,52,21595,206262,749,16,3,11.66,24,0.67,High School,Unemployed,Married,No,No,Other,No,1
2753,SOFBZDQ037,21,21711,174472,367,0,4,14.32,48,0.44,Bachelor's,Self-employed,Divorced,Yes,No,Education,Yes,1
2765,R6JBP2Y1N3,23,19673,242149,791,99,4,6.53,48,0.12,Master's,Part-time,Single,No,No,Other,Yes,1
2773,ZGSK0UW5ZA,68,37397,57547,753,15,4,5.28,48,0.59,PhD,Self-employed,Single,Yes,Yes,Other,Yes,1
2777,NLW6FZGTMF,27,19677,243740,569,2,3,11.56,48,0.37,Bachelor's,Unemployed,Divorced,No,Yes,Business,Yes,1
2780,ST29NTO76V,28,29536,207368,847,86,2,10.97,12,0.82,Master's,Full-time,Single,Yes,No,Home,No,1
2785,1EJ1QNKJBD,40,148014,213086,745,47,3,22.56,24,0.46,High School,Unemployed,Single,Yes,Yes,Other,No,1
2794,GNKG3BPPGO,24,25875,140696,541,51,1,22.15,48,0.56,High School,Part-time,Single,Yes,No,Other,No,1
2798,4K91G59KOY,21,98467,172106,376,28,4,7.63,24,0.6,PhD,Full-time,Single,Yes,No,Business,Yes,1
2800,TOBOTFGULP,56,89455,160765,402,28,4,12.06,12,0.78,Master's,Unemployed,Single,No,No,Other,Yes,1
2802,E0FO6HD0GX,34,50823,32330,630,59,3,20.39,36,0.79,High School,Unemployed,Single,No,No,Other,No,1
2803,4ZW0R9WSFZ,54,16190,87910,422,43,4,10.3,24,0.13,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,1
2807,BWJCVG6AW2,69,24532,194732,631,21,1,4.33,36,0.64,PhD,Self-employed,Divorced,No,Yes,Other,Yes,1
2817,E2TF1K6JF0,45,114597,177045,317,24,3,16.45,24,0.83,Master's,Full-time,Divorced,No,No,Home,No,1
2820,QRRL4DLH2T,24,110571,230294,642,9,3,18.03,12,0.71,High School,Unemployed,Married,Yes,No,Other,Yes,1
2825,526XBD9MDF,44,85157,72481,806,25,2,11.15,24,0.34,Bachelor's,Part-time,Single,Yes,Yes,Auto,Yes,1
2845,IBTI9DLT45,53,24993,110492,704,13,2,24.63,48,0.19,PhD,Unemployed,Single,No,No,Home,Yes,1
2846,RG2D1UW0YX,34,148002,241367,309,106,3,7.41,36,0.57,Master's,Part-time,Married,Yes,No,Other,Yes,1
2859,QV5QMQZP81,52,120555,248773,457,1,4,8.68,36,0.11,PhD,Self-employed,Divorced,Yes,Yes,Auto,Yes,1
2871,FGR7PSMS7D,34,90854,186922,341,25,3,16.95,36,0.6,PhD,Full-time,Divorced,Yes,Yes,Business,No,1
2872,FP63IHZAC5,26,44667,160954,368,72,1,19.86,36,0.19,PhD,Self-employed,Divorced,Yes,Yes,Other,Yes,1
2877,5FB5M1D599,46,45718,61799,431,17,2,22.43,12,0.5,High School,Unemployed,Married,Yes,No,Auto,No,1
2879,PZH1JLDK1A,27,67228,219703,691,62,2,14.42,24,0.42,PhD,Part-time,Divorced,No,Yes,Other,No,1
2888,TKA3S2TQ0E,25,23658,200491,643,109,4,5.88,60,0.75,High School,Unemployed,Divorced,No,Yes,Home,No,1
2902,5QH0DEB25O,25,72852,207316,506,8,3,21.38,24,0.69,Bachelor's,Full-time,Divorced,Yes,Yes,Business,Yes,1
2904,M010WJOO4P,25,96070,182738,809,3,4,11.59,60,0.67,PhD,Part-time,Married,Yes,No,Education,No,1
2907,XRBEHMK193,18,124544,128881,577,12,1,20.77,60,0.84,PhD,Full-time,Married,No,Yes,Education,No,1
2914,WWN7CPT2H6,22,106031,93500,495,95,2,21.13,48,0.74,Master's,Part-time,Married,Yes,Yes,Home,No,1
2915,POVGSQZC07,37,32756,234025,360,6,1,3.0,60,0.68,Master's,Unemployed,Single,Yes,Yes,Other,No,1
2929,PZRXW8YDVR,60,55020,214667,401,18,1,18.64,60,0.49,High School,Unemployed,Married,Yes,No,Auto,No,1
2957,RF72M22BEE,42,22934,200418,700,49,4,5.72,12,0.17,High School,Full-time,Divorced,Yes,Yes,Other,Yes,1
2959,JND5CHF44L,27,60492,54895,465,72,4,17.32,60,0.14,PhD,Self-employed,Divorced,No,No,Other,No,1
2962,RILI1BAK88,29,29812,170812,378,46,1,3.86,36,0.7,Bachelor's,Unemployed,Divorced,No,Yes,Business,No,1
2963,PJNGVYC97N,44,101795,226411,402,46,4,18.15,12,0.86,PhD,Self-employed,Married,Yes,Yes,Education,Yes,1
2979,743TFSEW3U,26,43684,51825,494,28,4,16.34,36,0.32,PhD,Part-time,Divorced,No,Yes,Business,Yes,1
2985,XF5KXAW8KV,39,68290,163901,383,101,2,10.33,36,0.42,High School,Full-time,Single,No,No,Auto,No,1
2986,PX0IBY3PLM,69,122441,195579,435,60,1,10.16,48,0.48,Bachelor's,Self-employed,Married,Yes,Yes,Other,Yes,1
2994,BRYJU6JNNM,66,126094,177099,554,11,1,19.91,60,0.48,Bachelor's,Self-employed,Married,No,No,Business,No,1
2995,25SWN6MN82,38,84120,132382,548,96,1,13.99,60,0.56,PhD,Unemployed,Single,No,No,Home,No,1
3004,8FVYLZT9Z9,35,36075,140388,651,61,4,22.45,12,0.67,Master's,Part-time,Divorced,No,No,Education,Yes,1
3005,76MKUELMAT,38,141446,22437,374,32,3,15.9,36,0.28,Master's,Part-time,Married,Yes,No,Other,No,1
3006,7FSP9PHIQP,30,44349,65827,650,47,2,21.77,48,0.32,High School,Self-employed,Divorced,No,No,Other,No,1
3043,TLXHELCE3S,50,83453,45481,740,52,3,17.02,36,0.65,PhD,Part-time,Married,No,No,Other,No,1
3063,I4HERJLJHS,18,46151,43997,523,62,2,12.89,48,0.37,PhD,Self-employed,Divorced,Yes,No,Business,No,1
3067,61SNWQJNUK,49,24155,127304,813,118,3,23.08,48,0.5,High School,Part-time,Divorced,Yes,No,Other,No,1
3081,FQ2QUZGG26,30,101445,57979,564,59,3,22.58,24,0.25,PhD,Unemployed,Married,No,Yes,Business,No,1
3082,NYB4JK53L7,26,80323,53696,331,42,1,8.16,24,0.67,Bachelor's,Unemployed,Single,No,No,Education,Yes,1
3102,EJLUOBRIWL,64,61405,212582,650,87,1,24.66,48,0.74,Master's,Part-time,Divorced,Yes,No,Home,No,1
3105,QJ2VW7YOGA,27,33184,212185,579,61,2,15.55,36,0.35,Master's,Full-time,Divorced,Yes,No,Auto,No,1
3118,02EHW6IWOV,21,69880,101457,769,50,3,14.1,36,0.31,High School,Part-time,Married,No,Yes,Other,No,1
3120,MT1JPPZ2FX,37,16974,156409,553,30,3,24.71,12,0.25,Master's,Unemployed,Divorced,No,No,Business,Yes,1
3125,EUWZURYO60,31,19943,214260,385,22,2,22.82,24,0.35,Master's,Self-employed,Single,Yes,No,Education,Yes,1
3136,5K87QCJ6PZ,36,59313,36317,348,59,1,12.24,12,0.8,Master's,Self-employed,Married,No,Yes,Auto,Yes,1
3139,22XAT965LR,66,31753,16594,742,92,4,17.54,12,0.77,High School,Self-employed,Married,No,No,Home,Yes,1
3145,UFS838W9TZ,29,18897,226172,704,74,2,20.55,24,0.36,PhD,Full-time,Married,Yes,Yes,Business,Yes,1
3156,QHD6CD4R7W,50,53743,77811,669,19,1,22.77,36,0.12,Bachelor's,Unemployed,Single,Yes,No,Business,Yes,1
3176,VQ9H0IUJDW,28,70598,216470,587,72,3,14.23,12,0.33,High School,Self-employed,Divorced,Yes,Yes,Other,Yes,1
3179,UO5CHXH4WM,43,91963,39922,461,3,1,7.61,12,0.24,Bachelor's,Unemployed,Married,Yes,No,Business,Yes,1
3209,XE66HM2D7U,53,114556,189017,415,62,3,16.82,36,0.14,Bachelor's,Self-employed,Married,No,No,Business,Yes,1
3232,87G39LF7FI,61,26648,196508,846,50,4,23.57,12,0.87,Bachelor's,Full-time,Single,Yes,Yes,Business,No,1
3234,IG122BKJQJ,47,48945,199355,441,112,4,23.26,60,0.25,High School,Part-time,Divorced,No,Yes,Home,No,1
3241,4HLB72OPK6,27,48460,174584,445,3,4,9.78,48,0.61,Bachelor's,Unemployed,Divorced,Yes,No,Auto,Yes,1
3254,C4UHK8XPAZ,37,135406,187502,677,8,3,21.05,60,0.59,High School,Full-time,Married,No,Yes,Business,No,1
3260,YH77YDY1YH,50,54086,130683,753,1,2,21.77,36,0.87,High School,Self-employed,Single,No,Yes,Education,Yes,1
3273,MIG0WOZTQA,38,70824,210401,556,6,1,14.99,60,0.73,PhD,Part-time,Married,No,No,Other,Yes,1
3288,HL6ZFFV6WO,36,22490,191369,613,69,2,12.75,12,0.16,Bachelor's,Unemployed,Married,No,No,Other,Yes,1
3290,MUEZFU8PML,42,49754,150626,591,34,2,6.78,60,0.4,Master's,Unemployed,Single,No,No,Education,Yes,1
3291,VJMP21ICHL,38,62995,193620,447,36,1,24.02,24,0.17,High School,Full-time,Divorced,No,No,Business,Yes,1
3320,MYPWI8NPUB,19,18448,79647,704,86,4,3.39,60,0.19,PhD,Unemployed,Married,No,Yes,Home,No,1
3329,PIHQM0I9N4,56,22922,174284,523,1,1,22.36,48,0.38,PhD,Unemployed,Married,Yes,No,Home,No,1
3332,57WJQ91FUR,41,104300,220990,670,46,4,23.92,48,0.68,PhD,Part-time,Divorced,Yes,No,Business,No,1
3341,31CNG34H74,24,105063,123557,373,89,2,12.68,60,0.85,High School,Part-time,Divorced,No,No,Home,No,1
3343,VG37G8ZTV0,37,90182,77654,361,70,3,11.53,24,0.88,PhD,Self-employed,Married,No,No,Education,No,1
3345,GK6X05U7N0,21,108889,45212,761,38,2,14.14,60,0.55,Bachelor's,Part-time,Married,Yes,Yes,Other,Yes,1
3349,XDQ29YJKM3,32,78692,158406,582,98,4,12.6,24,0.51,PhD,Unemployed,Divorced,No,Yes,Other,No,1
3353,8G29IRGN0W,39,41200,197009,528,46,1,23.16,24,0.22,High School,Unemployed,Divorced,Yes,No,Other,No,1
3365,77VS3Q2HYG,20,121347,144355,740,3,4,16.86,36,0.74,PhD,Part-time,Divorced,No,No,Education,Yes,1
3383,KO2X2LFFIR,29,18276,129123,475,91,3,18.71,24,0.6,High School,Full-time,Single,No,No,Home,Yes,1
3385,PZ8K3AW282,25,135410,212165,573,34,4,15.52,36,0.47,Master's,Self-employed,Single,Yes,Yes,Education,No,1
3401,S7KVMTEH4Q,37,141208,244530,322,32,1,12.53,12,0.81,Master's,Unemployed,Divorced,No,Yes,Home,No,1
3405,YS3N0I3P9X,24,80243,186045,446,102,2,24.66,60,0.89,PhD,Unemployed,Single,No,No,Business,No,1
3410,ZDZL2CP17Z,44,22893,89275,422,116,4,8.48,24,0.85,Master's,Unemployed,Divorced,No,No,Auto,No,1
3419,49NF3RRAMK,54,28761,103674,345,16,3,18.42,60,0.4,Bachelor's,Unemployed,Married,No,No,Other,Yes,1
3420,YQD0QBNIZF,49,111462,222951,457,7,4,24.53,24,0.72,PhD,Full-time,Single,Yes,No,Business,No,1
3423,GLT1TZXZX5,54,29489,150125,781,67,2,20.15,60,0.77,High School,Full-time,Divorced,Yes,No,Other,No,1
3424,L7BP4D835P,21,131355,48760,353,68,2,18.67,60,0.15,PhD,Unemployed,Married,Yes,No,Auto,Yes,1
3439,0E3EUSIDGM,30,56660,103444,615,65,4,10.84,48,0.87,High School,Self-employed,Divorced,Yes,No,Education,Yes,1
3450,LZLQ2J62ZP,21,25348,119507,671,105,3,18.13,12,0.59,Bachelor's,Part-time,Divorced,No,No,Business,No,1
3458,LWE1I69KHA,46,26551,75635,346,80,4,13.66,36,0.64,PhD,Part-time,Married,Yes,No,Business,No,1
3466,LLDICEAVFV,28,117002,190663,680,22,3,15.76,60,0.54,High School,Unemployed,Single,No,Yes,Education,Yes,1
3476,WZLDFGFY8Q,20,46461,78624,339,24,4,23.27,48,0.52,High School,Part-time,Divorced,No,No,Home,No,1
